image_name,tags
test_7957,primary
test_7958,clear primary road water agriculture
test_7959,primary partly_cloudy
test_7960,primary partly_cloudy
test_7961,clear primary water agriculture
test_7962,primary partly_cloudy
test_7963,primary road agriculture partly_cloudy
test_7964,clear primary
test_7965,clear primary road agriculture
test_7966,clear primary
test_7967,clear primary
test_7968,primary road agriculture habitation partly_cloudy
test_7969,clear primary water
test_7970,primary partly_cloudy
test_7971,primary partly_cloudy
test_7972,clear primary agriculture
test_7973,clear primary
test_7974,haze
test_7975,cloudy
test_7976,clear primary
test_7977,primary water agriculture partly_cloudy
test_7978,primary road agriculture partly_cloudy
test_7979,primary road agriculture partly_cloudy
test_7980,clear primary
test_7981,clear primary
test_7982,primary agriculture partly_cloudy
test_7983,clear primary
test_7984,clear primary road agriculture habitation
test_7985,primary partly_cloudy
test_7986,primary road agriculture partly_cloudy
test_7987,clear primary
test_7988,clear primary agriculture
test_7989,clear primary
test_7990,clear primary agriculture
test_7991,clear primary
test_7992,clear primary water
test_7993,haze primary
test_7994,clear primary
test_7995,primary water
test_7996,clear primary
test_7997,clear primary
test_7998,clear primary water
test_7999,clear primary road agriculture
test_8000,clear primary
test_8001,haze primary water
test_8002,primary partly_cloudy
test_8003,clear primary
test_8004,clear primary road water agriculture
test_8005,clear primary
test_8006,clear water
test_8007,haze primary agriculture
test_8008,cloudy
test_8009,clear primary
test_8010,primary partly_cloudy
test_8011,clear primary road agriculture
test_8012,clear primary
test_8013,primary road agriculture partly_cloudy
test_8014,clear primary water agriculture cultivation
test_8015,primary partly_cloudy
test_8016,primary road water agriculture partly_cloudy
test_8017,clear primary agriculture
test_8018,clear primary
test_8019,cloudy
test_8020,clear primary road agriculture habitation
test_8021,clear primary agriculture
test_8022,primary road water partly_cloudy
test_8023,cloudy
test_8024,clear primary water
test_8025,clear primary
test_8026,clear primary
test_8027,clear primary
test_8028,clear primary road agriculture
test_8029,clear primary road agriculture habitation
test_8030,clear primary
test_8031,primary cloudy
test_8032,haze primary agriculture
test_8033,clear primary agriculture blow_down
test_8034,clear primary
test_8035,clear primary road agriculture
test_8036,cloudy
test_8037,clear primary road water
test_8038,clear primary cultivation habitation
test_8039,clear primary water
test_8040,clear haze primary
test_8041,clear primary water habitation
test_8042,cloudy
test_8043,clear primary road water
test_8044,clear primary
test_8045,haze primary water agriculture
test_8046,primary partly_cloudy
test_8047,primary partly_cloudy
test_8048,cloudy
test_8049,primary road agriculture partly_cloudy
test_8050,haze primary road water agriculture
test_8051,clear primary
test_8052,clear primary
test_8053,primary road slash_burn agriculture partly_cloudy
test_8054,clear primary agriculture
test_8055,clear primary agriculture
test_8056,clear primary water
test_8057,cloudy
test_8058,clear primary
test_8059,clear primary
test_8060,clear primary
test_8061,haze primary road water
test_8062,clear primary road agriculture habitation
test_8063,clear primary
test_8064,clear primary
test_8065,clear primary agriculture
test_8066,clear primary
test_8067,clear primary
test_8068,clear primary
test_8069,clear primary
test_8070,clear primary
test_8071,clear primary
test_8072,clear primary
test_8073,clear primary agriculture
test_8074,clear primary
test_8075,clear primary road habitation
test_8076,haze primary water
test_8077,cloudy
test_8078,clear primary agriculture
test_8079,clear primary
test_8080,clear primary water agriculture
test_8081,clear primary road agriculture
test_8082,clear primary agriculture cultivation
test_8083,primary water partly_cloudy
test_8084,clear primary road agriculture
test_8085,clear primary
test_8086,clear primary road
test_8087,clear primary road agriculture cultivation habitation
test_8088,clear primary road agriculture habitation
test_8089,clear primary road
test_8090,clear primary
test_8091,clear primary agriculture
test_8092,clear primary agriculture
test_8093,clear primary
test_8094,clear primary road agriculture
test_8095,haze primary road agriculture
test_8096,clear primary
test_8097,clear primary
test_8098,primary road water partly_cloudy
test_8099,clear primary road agriculture cultivation habitation
test_8100,primary agriculture cultivation partly_cloudy
test_8101,clear primary
test_8102,cloudy
test_8103,clear primary water
test_8104,clear primary
test_8105,clear primary
test_8106,clear primary
test_8107,haze primary
test_8108,clear primary
test_8109,clear primary road agriculture
test_8110,clear primary
test_8111,clear primary agriculture
test_8112,clear primary road bare_ground water
test_8113,clear primary
test_8114,clear primary water
test_8115,clear primary
test_8116,clear primary
test_8117,primary partly_cloudy
test_8118,primary partly_cloudy
test_8119,clear primary
test_8120,clear primary road agriculture
test_8121,clear primary agriculture
test_8122,primary partly_cloudy
test_8123,clear primary road agriculture
test_8124,clear primary road agriculture
test_8125,clear primary cultivation
test_8126,clear primary cultivation
test_8127,primary road agriculture
test_8128,clear
test_8129,clear primary agriculture
test_8130,primary partly_cloudy
test_8131,clear primary
test_8132,primary partly_cloudy
test_8133,clear primary
test_8134,clear primary road cultivation
test_8135,clear primary agriculture
test_8136,clear primary
test_8137,clear primary agriculture
test_8138,primary partly_cloudy
test_8139,clear primary
test_8140,clear primary
test_8141,clear primary road agriculture
test_8142,clear primary cultivation
test_8143,primary water partly_cloudy
test_8144,primary partly_cloudy
test_8145,clear primary agriculture
test_8146,clear primary
test_8147,primary partly_cloudy
test_8148,haze primary water agriculture
test_8149,primary road agriculture partly_cloudy
test_8150,clear primary water
test_8151,clear primary road agriculture habitation
test_8152,clear primary agriculture
test_8153,primary agriculture partly_cloudy
test_8154,cloudy
test_8155,clear primary
test_8156,primary partly_cloudy
test_8157,primary road water agriculture partly_cloudy
test_8158,clear primary
test_8159,clear primary
test_8160,clear primary
test_8161,clear primary road agriculture
test_8162,clear primary water
test_8163,clear primary agriculture
test_8164,clear primary
test_8165,clear primary
test_8166,clear primary
test_8167,primary partly_cloudy
test_8168,clear primary
test_8169,clear primary agriculture
test_8170,clear primary
test_8171,clear primary
test_8172,primary road water agriculture partly_cloudy
test_8173,haze primary road agriculture
test_8174,clear primary
test_8175,clear primary agriculture
test_8176,clear primary water
test_8177,primary partly_cloudy
test_8178,clear primary water
test_8179,clear primary road agriculture
test_8180,cloudy
test_8181,clear primary
test_8182,clear primary
test_8183,clear primary road agriculture
test_8184,clear primary
test_8185,clear primary agriculture cultivation
test_8186,clear primary agriculture
test_8187,clear primary
test_8188,clear primary agriculture
test_8189,cloudy
test_8190,clear primary
test_8191,clear primary water
test_8192,clear primary
test_8193,clear primary road agriculture habitation
test_8194,clear selective_logging primary road
test_8195,clear primary
test_8196,clear primary road agriculture
test_8197,clear primary
test_8198,clear primary
test_8199,clear primary agriculture cultivation
test_8200,clear primary
test_8201,clear primary agriculture cultivation
test_8202,clear primary
test_8203,primary partly_cloudy
test_8204,clear haze primary
test_8205,clear primary
test_8206,primary partly_cloudy
test_8207,clear primary road agriculture
test_8208,clear primary agriculture
test_8209,primary partly_cloudy
test_8210,clear primary
test_8211,clear primary
test_8212,clear primary
test_8213,clear primary road agriculture cultivation habitation
test_8214,clear primary agriculture cultivation
test_8215,clear primary water
test_8216,clear primary
test_8217,clear primary agriculture
test_8218,clear primary
test_8219,primary partly_cloudy
test_8220,clear primary
test_8221,clear primary road agriculture habitation
test_8222,primary partly_cloudy
test_8223,clear primary road water
test_8224,clear primary
test_8225,clear primary road water
test_8226,clear primary
test_8227,clear primary water
test_8228,clear primary agriculture
test_8229,clear primary
test_8230,clear primary agriculture cultivation habitation
test_8231,clear primary water
test_8232,clear primary road agriculture
test_8233,clear primary
test_8234,clear primary
test_8235,haze primary
test_8236,cloudy
test_8237,clear primary
test_8238,primary partly_cloudy
test_8239,clear primary road agriculture
test_8240,clear primary
test_8241,primary partly_cloudy
test_8242,primary agriculture partly_cloudy
test_8243,clear primary agriculture
test_8244,primary water partly_cloudy
test_8245,primary partly_cloudy
test_8246,clear primary road
test_8247,clear primary
test_8248,clear primary water
test_8249,clear primary
test_8250,primary partly_cloudy
test_8251,clear primary road agriculture cultivation habitation
test_8252,primary road partly_cloudy
test_8253,clear primary agriculture
test_8254,clear primary
test_8255,clear primary
test_8256,cloudy
test_8257,clear primary water agriculture
test_8258,clear primary
test_8259,clear primary
test_8260,cloudy
test_8261,clear primary
test_8262,cloudy
test_8263,clear primary
test_8264,primary road habitation partly_cloudy
test_8265,primary water partly_cloudy
test_8266,clear primary
test_8267,clear primary
test_8268,clear primary road agriculture
test_8269,clear primary
test_8270,clear primary
test_8271,primary road agriculture partly_cloudy
test_8272,cloudy
test_8273,clear primary
test_8274,clear primary
test_8275,clear primary
test_8276,clear primary
test_8277,primary road agriculture partly_cloudy
test_8278,clear primary road water agriculture
test_8279,clear primary
test_8280,clear primary
test_8281,primary road agriculture partly_cloudy
test_8282,cloudy
test_8283,clear primary road agriculture
test_8284,primary road agriculture partly_cloudy
test_8285,clear primary road
test_8286,primary partly_cloudy
test_8287,primary water habitation
test_8288,clear primary road agriculture
test_8289,clear primary water
test_8290,clear primary
test_8291,clear primary
test_8292,primary partly_cloudy
test_8293,clear primary cultivation
test_8294,clear primary road agriculture
test_8295,clear primary
test_8296,clear primary
test_8297,clear primary water
test_8298,clear primary water
test_8299,clear primary road agriculture
test_8300,clear primary
test_8301,primary partly_cloudy
test_8302,primary partly_cloudy
test_8303,primary partly_cloudy
test_8304,haze primary water
test_8305,clear primary
test_8306,clear primary
test_8307,clear primary
test_8308,clear primary
test_8309,clear primary water
test_8310,haze primary road agriculture
test_8311,clear haze primary
test_8312,haze primary agriculture partly_cloudy
test_8313,clear primary road water agriculture
test_8314,clear primary
test_8315,clear water
test_8316,clear primary agriculture cultivation
test_8317,haze primary
test_8318,primary partly_cloudy
test_8319,clear primary
test_8320,clear primary
test_8321,clear primary road
test_8322,clear primary
test_8323,clear primary
test_8324,clear primary agriculture cultivation
test_8325,clear primary water
test_8326,clear primary
test_8327,clear haze primary agriculture
test_8328,clear primary
test_8329,cloudy
test_8330,clear primary
test_8331,primary road agriculture partly_cloudy
test_8332,clear primary
test_8333,primary partly_cloudy
test_8334,clear primary
test_8335,clear primary
test_8336,clear primary
test_8337,clear primary
test_8338,primary partly_cloudy
test_8339,clear primary road habitation
test_8340,clear primary
test_8341,primary agriculture partly_cloudy
test_8342,clear primary road water
test_8343,clear primary water
test_8344,clear primary agriculture
test_8345,clear primary water agriculture
test_8346,clear primary agriculture
test_8347,clear primary
test_8348,primary partly_cloudy
test_8349,clear primary
test_8350,primary partly_cloudy
test_8351,clear primary
test_8352,clear primary
test_8353,clear primary road water agriculture habitation
test_8354,clear primary
test_8355,clear primary
test_8356,clear primary
test_8357,clear primary
test_8358,clear primary agriculture
test_8359,clear primary agriculture
test_8360,clear primary
test_8361,clear primary agriculture
test_8362,clear primary
test_8363,primary water agriculture partly_cloudy
test_8364,clear primary
test_8365,clear primary
test_8366,primary road partly_cloudy
test_8367,clear primary
test_8368,clear primary road agriculture
test_8369,clear primary road agriculture habitation
test_8370,clear primary
test_8371,clear primary
test_8372,clear primary
test_8373,clear primary road water agriculture
test_8374,clear primary
test_8375,clear primary
test_8376,clear primary
test_8377,clear primary road habitation
test_8378,clear primary
test_8379,primary partly_cloudy
test_8380,clear primary road agriculture habitation
test_8381,clear primary
test_8382,haze primary agriculture
test_8383,primary partly_cloudy
test_8384,primary road agriculture partly_cloudy
test_8385,clear primary
test_8386,primary
test_8387,clear primary road agriculture
test_8388,cloudy
test_8389,primary agriculture partly_cloudy
test_8390,clear agriculture
test_8391,clear primary road agriculture
test_8392,clear primary agriculture cultivation
test_8393,clear primary agriculture cultivation
test_8394,haze primary
test_8395,clear primary agriculture
test_8396,clear primary water agriculture
test_8397,primary agriculture partly_cloudy
test_8398,primary partly_cloudy
test_8399,primary road agriculture partly_cloudy
test_8400,clear primary agriculture
test_8401,primary partly_cloudy
test_8402,clear primary
test_8403,clear primary
test_8404,clear primary road agriculture
test_8405,clear primary
test_8406,clear primary
test_8407,primary partly_cloudy
test_8408,clear primary
test_8409,clear primary agriculture cultivation
test_8410,clear primary
test_8411,clear primary
test_8412,clear primary
test_8413,clear haze primary road
test_8414,primary partly_cloudy
test_8415,clear primary water
test_8416,clear primary
test_8417,clear primary
test_8418,clear primary road agriculture
test_8419,clear primary road water agriculture partly_cloudy
test_8420,clear primary agriculture cultivation
test_8421,clear primary
test_8422,primary agriculture partly_cloudy
test_8423,clear primary
test_8424,primary partly_cloudy
test_8425,cloudy
test_8426,clear primary
test_8427,primary agriculture partly_cloudy
test_8428,clear primary road agriculture
test_8429,clear primary
test_8430,clear primary
test_8431,primary partly_cloudy
test_8432,primary partly_cloudy
test_8433,primary partly_cloudy
test_8434,primary partly_cloudy
test_8435,clear primary agriculture
test_8436,primary partly_cloudy
test_8437,clear primary
test_8438,clear primary agriculture cultivation
test_8439,clear primary road agriculture
test_8440,clear
test_8441,clear primary
test_8442,primary partly_cloudy
test_8443,clear primary road agriculture
test_8444,primary partly_cloudy
test_8445,clear primary agriculture
test_8446,primary partly_cloudy
test_8447,clear primary road agriculture
test_8448,clear primary
test_8449,primary partly_cloudy
test_8450,clear primary road agriculture
test_8451,haze primary water
test_8452,haze primary agriculture
test_8453,primary partly_cloudy
test_8454,haze primary
test_8455,clear primary road water agriculture
test_8456,primary agriculture cultivation partly_cloudy
test_8457,primary agriculture partly_cloudy
test_8458,clear primary agriculture
test_8459,clear primary
test_8460,clear primary water
test_8461,clear primary
test_8462,clear primary road water agriculture
test_8463,clear water
test_8464,clear primary
test_8465,clear primary
test_8466,clear primary road agriculture habitation
test_8467,clear primary
test_8468,clear primary
test_8469,clear primary
test_8470,clear primary water agriculture
test_8471,primary partly_cloudy
test_8472,clear primary
test_8473,clear primary
test_8474,cloudy
test_8475,clear primary water habitation
test_8476,clear primary road water
test_8477,clear primary
test_8478,clear primary
test_8479,clear primary
test_8480,clear primary
test_8481,clear primary water
test_8482,clear primary
test_8483,clear primary road agriculture habitation
test_8484,clear primary road agriculture
test_8485,clear water
test_8486,clear primary road agriculture
test_8487,clear primary road agriculture
test_8488,clear primary
test_8489,primary agriculture cultivation partly_cloudy
test_8490,selective_logging primary partly_cloudy
test_8491,clear primary agriculture
test_8492,clear primary
test_8493,clear primary
test_8494,clear primary road agriculture habitation
test_8495,clear primary agriculture cultivation
test_8496,clear primary water agriculture cultivation
test_8497,primary agriculture partly_cloudy
test_8498,clear primary road agriculture
test_8499,clear primary
test_8500,primary partly_cloudy
test_8501,clear primary agriculture
test_8502,clear primary agriculture cultivation habitation
test_8503,haze primary
test_8504,primary partly_cloudy
test_8505,clear primary
test_8506,clear primary
test_8507,clear primary
test_8508,clear primary
test_8509,clear primary
test_8510,primary agriculture cultivation partly_cloudy
test_8511,haze primary agriculture
test_8512,primary road agriculture partly_cloudy
test_8513,haze primary water
test_8514,clear primary
test_8515,cloudy
test_8516,clear primary
test_8517,clear primary
test_8518,cloudy
test_8519,cloudy
test_8520,clear primary agriculture
test_8521,clear primary road habitation
test_8522,clear primary agriculture
test_8523,clear cloudy
test_8524,clear primary
test_8525,haze primary
test_8526,clear primary agriculture
test_8527,clear road agriculture
test_8528,cloudy
test_8529,primary water agriculture partly_cloudy
test_8530,clear primary
test_8531,clear primary road water agriculture
test_8532,clear primary
test_8533,clear primary road agriculture
test_8534,cloudy
test_8535,clear primary
test_8536,clear primary
test_8537,clear primary
test_8538,cloudy
test_8539,clear primary water agriculture
test_8540,primary water partly_cloudy
test_8541,clear primary
test_8542,clear primary
test_8543,clear primary road agriculture habitation
test_8544,cloudy
test_8545,primary road agriculture partly_cloudy
test_8546,primary partly_cloudy
test_8547,clear primary
test_8548,clear primary
test_8549,clear primary
test_8550,clear primary
test_8551,clear primary agriculture
test_8552,clear primary road agriculture
test_8553,clear primary
test_8554,clear primary agriculture
test_8555,primary partly_cloudy
test_8556,primary partly_cloudy
test_8557,clear primary agriculture
test_8558,clear primary
test_8559,clear primary
test_8560,cloudy
test_8561,clear primary road
test_8562,primary partly_cloudy
test_8563,clear primary road agriculture
test_8564,cloudy
test_8565,clear primary agriculture
test_8566,clear primary
test_8567,clear primary road
test_8568,clear primary
test_8569,clear primary
test_8570,clear primary
test_8571,clear primary
test_8572,clear primary road agriculture habitation
test_8573,primary partly_cloudy
test_8574,clear primary road water agriculture
test_8575,clear primary
test_8576,clear primary
test_8577,clear primary road agriculture habitation
test_8578,primary water
test_8579,clear primary
test_8580,primary partly_cloudy
test_8581,cloudy
test_8582,cloudy
test_8583,clear primary
test_8584,clear primary
test_8585,clear primary agriculture
test_8586,clear primary
test_8587,clear primary
test_8588,clear primary
test_8589,clear primary agriculture cultivation
test_8590,clear primary water agriculture
test_8591,haze primary water
test_8592,clear primary
test_8593,clear primary
test_8594,clear primary
test_8595,clear primary road agriculture habitation
test_8596,clear primary
test_8597,clear primary
test_8598,clear primary
test_8599,clear haze primary road water
test_8600,clear primary
test_8601,primary partly_cloudy
test_8602,clear primary agriculture
test_8603,primary agriculture cultivation partly_cloudy
test_8604,clear primary cultivation
test_8605,clear primary
test_8606,clear primary
test_8607,clear primary road agriculture
test_8608,clear primary
test_8609,haze primary road agriculture partly_cloudy
test_8610,primary partly_cloudy
test_8611,primary partly_cloudy
test_8612,primary partly_cloudy
test_8613,primary water partly_cloudy
test_8614,primary partly_cloudy
test_8615,clear primary water
test_8616,clear primary agriculture
test_8617,clear primary water
test_8618,clear primary
test_8619,haze primary
test_8620,clear primary water cultivation
test_8621,clear primary road agriculture
test_8622,primary partly_cloudy
test_8623,clear primary road agriculture
test_8624,clear primary
test_8625,primary agriculture partly_cloudy
test_8626,clear primary road agriculture habitation
test_8627,clear primary
test_8628,primary partly_cloudy
test_8629,clear primary
test_8630,clear primary
test_8631,primary partly_cloudy
test_8632,clear primary
test_8633,clear primary road water agriculture
test_8634,clear primary
test_8635,clear primary water agriculture
test_8636,clear primary road agriculture
test_8637,clear primary water
test_8638,clear primary
test_8639,primary partly_cloudy
test_8640,clear primary agriculture
test_8641,primary agriculture
test_8642,clear primary agriculture
test_8643,clear primary water
test_8644,cloudy
test_8645,clear primary
test_8646,clear primary
test_8647,primary partly_cloudy
test_8648,primary partly_cloudy
test_8649,clear primary
test_8650,clear primary
test_8651,clear primary agriculture cultivation
test_8652,haze primary road water
test_8653,clear primary
test_8654,clear primary water
test_8655,clear primary
test_8656,clear primary agriculture cultivation
test_8657,clear primary water agriculture
test_8658,clear primary water
test_8659,clear primary road water agriculture
test_8660,clear primary road water agriculture
test_8661,haze primary
test_8662,primary road agriculture partly_cloudy
test_8663,primary partly_cloudy
test_8664,clear primary agriculture
test_8665,clear primary
test_8666,clear primary road agriculture
test_8667,clear primary
test_8668,clear primary
test_8669,clear primary road agriculture
test_8670,clear primary
test_8671,clear primary
test_8672,haze primary cloudy
test_8673,clear primary
test_8674,clear primary
test_8675,primary road agriculture habitation
test_8676,clear primary road agriculture
test_8677,clear primary agriculture
test_8678,clear primary water
test_8679,cloudy
test_8680,primary partly_cloudy
test_8681,clear primary road agriculture
test_8682,clear primary agriculture
test_8683,clear primary
test_8684,clear primary road agriculture
test_8685,cloudy
test_8686,clear primary road agriculture
test_8687,clear primary road agriculture habitation
test_8688,clear primary agriculture cultivation habitation
test_8689,clear primary agriculture
test_8690,clear primary road agriculture
test_8691,cloudy
test_8692,clear primary
test_8693,primary road partly_cloudy
test_8694,clear primary road agriculture
test_8695,clear primary road agriculture
test_8696,haze primary
test_8697,haze primary
test_8698,primary road agriculture
test_8699,clear primary
test_8700,clear primary
test_8701,primary water agriculture cultivation partly_cloudy
test_8702,clear primary
test_8703,clear primary road agriculture
test_8704,clear primary
test_8705,cloudy
test_8706,cloudy
test_8707,clear primary
test_8708,clear primary
test_8709,clear primary water
test_8710,clear primary
test_8711,primary partly_cloudy
test_8712,water
test_8713,clear primary road agriculture cultivation habitation
test_8714,clear primary slash_burn cultivation
test_8715,clear primary
test_8716,primary
test_8717,clear primary
test_8718,clear primary
test_8719,clear primary
test_8720,clear primary road agriculture habitation
test_8721,clear primary
test_8722,primary water partly_cloudy
test_8723,clear primary
test_8724,primary partly_cloudy
test_8725,clear primary
test_8726,clear primary agriculture
test_8727,clear primary
test_8728,clear primary
test_8729,primary road agriculture habitation partly_cloudy
test_8730,clear primary
test_8731,clear primary
test_8732,clear primary water agriculture
test_8733,clear primary
test_8734,clear primary
test_8735,clear primary
test_8736,primary partly_cloudy
test_8737,clear primary agriculture partly_cloudy
test_8738,clear water
test_8739,primary agriculture partly_cloudy
test_8740,clear primary
test_8741,clear primary road agriculture
test_8742,clear primary
test_8743,clear primary road agriculture cultivation habitation
test_8744,primary partly_cloudy
test_8745,clear primary
test_8746,cloudy
test_8747,primary partly_cloudy
test_8748,clear primary
test_8749,primary partly_cloudy
test_8750,clear primary water
test_8751,clear primary road habitation
test_8752,primary partly_cloudy
test_8753,clear cloudy
test_8754,primary partly_cloudy
test_8755,clear primary
test_8756,primary agriculture
test_8757,haze primary
test_8758,clear primary
test_8759,clear primary
test_8760,clear primary
test_8761,haze primary agriculture
test_8762,clear primary road agriculture habitation
test_8763,clear primary
test_8764,primary water partly_cloudy
test_8765,clear primary
test_8766,clear primary water agriculture
test_8767,clear primary
test_8768,cloudy
test_8769,clear primary water
test_8770,clear primary
test_8771,clear primary water agriculture cultivation
test_8772,primary agriculture partly_cloudy
test_8773,clear primary road agriculture
test_8774,clear primary
test_8775,clear primary
test_8776,clear primary
test_8777,clear primary water
test_8778,clear primary road cultivation
test_8779,clear primary
test_8780,primary agriculture partly_cloudy
test_8781,primary partly_cloudy
test_8782,clear primary partly_cloudy
test_8783,cloudy
test_8784,clear primary road agriculture habitation
test_8785,primary partly_cloudy
test_8786,clear primary
test_8787,clear primary water
test_8788,clear primary
test_8789,clear primary
test_8790,cloudy
test_8791,clear primary
test_8792,primary
test_8793,primary agriculture partly_cloudy
test_8794,clear primary water
test_8795,cloudy
test_8796,clear primary
test_8797,primary water partly_cloudy
test_8798,clear primary
test_8799,clear primary
test_8800,clear primary
test_8801,clear primary
test_8802,primary partly_cloudy
test_8803,clear primary agriculture
test_8804,cloudy
test_8805,clear primary
test_8806,primary partly_cloudy
test_8807,clear primary
test_8808,clear primary
test_8809,clear primary
test_8810,clear primary
test_8811,clear primary
test_8812,clear primary road water habitation
test_8813,clear primary water
test_8814,clear primary water
test_8815,haze primary
test_8816,clear primary
test_8817,clear primary
test_8818,clear water
test_8819,clear primary agriculture partly_cloudy
test_8820,haze primary water
test_8821,clear primary agriculture
test_8822,clear primary
test_8823,clear primary
test_8824,clear primary
test_8825,clear primary road agriculture cultivation habitation
test_8826,haze primary road agriculture partly_cloudy
test_8827,primary partly_cloudy
test_8828,clear primary
test_8829,cloudy
test_8830,clear primary
test_8831,primary road agriculture partly_cloudy
test_8832,clear primary agriculture
test_8833,clear primary
test_8834,primary agriculture partly_cloudy
test_8835,primary water agriculture partly_cloudy
test_8836,primary road agriculture partly_cloudy
test_8837,clear primary
test_8838,clear primary
test_8839,clear primary
test_8840,clear primary road agriculture
test_8841,clear primary
test_8842,clear primary agriculture
test_8843,clear primary
test_8844,primary agriculture partly_cloudy
test_8845,clear haze primary road water agriculture
test_8846,primary partly_cloudy
test_8847,clear primary road agriculture habitation
test_8848,primary road agriculture habitation partly_cloudy
test_8849,clear primary water
test_8850,clear primary
test_8851,primary road agriculture partly_cloudy
test_8852,primary partly_cloudy
test_8853,clear primary agriculture
test_8854,clear primary agriculture
test_8855,primary partly_cloudy
test_8856,primary partly_cloudy
test_8857,clear primary road agriculture habitation
test_8858,clear primary agriculture
test_8859,primary partly_cloudy
test_8860,primary partly_cloudy
test_8861,clear primary water
test_8862,clear primary
test_8863,primary agriculture partly_cloudy
test_8864,clear primary
test_8865,clear primary
test_8866,clear primary road agriculture
test_8867,clear primary road agriculture
test_8868,clear primary
test_8869,clear primary agriculture
test_8870,clear primary water agriculture
test_8871,clear haze primary agriculture cultivation
test_8872,clear primary road water
test_8873,clear primary
test_8874,clear primary agriculture
test_8875,cloudy
test_8876,clear primary
test_8877,clear primary
test_8878,clear primary agriculture
test_8879,clear primary
test_8880,primary road agriculture habitation partly_cloudy
test_8881,haze primary
test_8882,primary agriculture partly_cloudy
test_8883,primary road agriculture partly_cloudy
test_8884,primary
test_8885,clear primary road water agriculture habitation
test_8886,clear primary
test_8887,clear primary
test_8888,clear primary
test_8889,clear primary
test_8890,haze primary
test_8891,primary road agriculture partly_cloudy
test_8892,clear primary
test_8893,primary partly_cloudy
test_8894,clear primary water
test_8895,clear primary
test_8896,clear primary agriculture cultivation
test_8897,cloudy
test_8898,clear primary
test_8899,primary agriculture partly_cloudy
test_8900,clear primary
test_8901,primary road agriculture partly_cloudy
test_8902,primary road agriculture partly_cloudy
test_8903,clear agriculture
test_8904,clear primary water
test_8905,clear primary agriculture
test_8906,clear primary agriculture
test_8907,clear primary agriculture
test_8908,clear primary agriculture
test_8909,cloudy
test_8910,clear primary agriculture
test_8911,clear primary agriculture cultivation
test_8912,clear primary agriculture cultivation
test_8913,clear primary
test_8914,primary agriculture partly_cloudy
test_8915,primary partly_cloudy
test_8916,clear primary road agriculture
test_8917,clear primary
test_8918,clear primary
test_8919,clear primary
test_8920,cloudy
test_8921,clear primary road agriculture
test_8922,clear primary
test_8923,clear primary
test_8924,clear primary road agriculture
test_8925,clear primary agriculture
test_8926,primary water agriculture partly_cloudy
test_8927,clear primary
test_8928,clear primary
test_8929,haze primary road agriculture
test_8930,clear primary agriculture
test_8931,cloudy
test_8932,clear primary road water
test_8933,primary partly_cloudy
test_8934,clear primary
test_8935,clear primary
test_8936,haze primary road agriculture
test_8937,primary water partly_cloudy
test_8938,clear primary road water
test_8939,clear primary agriculture
test_8940,clear primary
test_8941,clear primary
test_8942,primary partly_cloudy
test_8943,clear primary
test_8944,clear primary
test_8945,clear primary
test_8946,cloudy
test_8947,clear primary water agriculture
test_8948,clear primary road agriculture
test_8949,clear primary
test_8950,clear primary
test_8951,clear primary
test_8952,clear primary
test_8953,clear primary road agriculture habitation
test_8954,haze primary road agriculture
test_8955,clear primary
test_8956,clear primary road agriculture cultivation habitation
test_8957,clear primary road agriculture
test_8958,clear water
test_8959,primary partly_cloudy
test_8960,clear primary agriculture
test_8961,clear primary
test_8962,clear primary
test_8963,clear primary
test_8964,clear primary road water agriculture
test_8965,clear primary road habitation
test_8966,clear primary
test_8967,clear primary
test_8968,clear primary agriculture
test_8969,clear primary
test_8970,clear primary
test_8971,primary partly_cloudy
test_8972,clear primary
test_8973,clear primary agriculture
test_8974,clear primary agriculture
test_8975,haze primary
test_8976,clear
test_8977,primary partly_cloudy
test_8978,clear primary agriculture
test_8979,clear primary
test_8980,clear primary
test_8981,primary partly_cloudy
test_8982,clear primary road agriculture
test_8983,clear primary agriculture
test_8984,cloudy
test_8985,clear primary agriculture cultivation
test_8986,clear primary water agriculture
test_8987,haze primary
test_8988,clear primary
test_8989,haze primary
test_8990,clear primary road agriculture
test_8991,haze primary
test_8992,clear primary water agriculture
test_8993,clear primary road agriculture
test_8994,clear primary road agriculture
test_8995,primary road agriculture partly_cloudy
test_8996,clear primary road water
test_8997,clear primary
test_8998,clear primary
test_8999,clear primary
test_9000,haze primary
test_9001,clear primary road agriculture habitation
test_9002,haze primary
test_9003,primary partly_cloudy
test_9004,haze primary
test_9005,clear primary
test_9006,clear primary agriculture
test_9007,clear primary
test_9008,clear primary road habitation
test_9009,clear primary water
test_9010,clear primary
test_9011,clear primary
test_9012,clear primary
test_9013,cloudy
test_9014,primary
test_9015,cloudy
test_9016,clear primary road agriculture habitation
test_9017,primary partly_cloudy
test_9018,clear primary
test_9019,clear primary agriculture
test_9020,clear primary
test_9021,cloudy
test_9022,primary partly_cloudy
test_9023,clear primary road agriculture cultivation
test_9024,clear primary bare_ground water
test_9025,selective_logging primary partly_cloudy
test_9026,primary water partly_cloudy
test_9027,clear primary road water agriculture
test_9028,clear primary water
test_9029,primary partly_cloudy
test_9030,clear primary
test_9031,clear primary
test_9032,primary agriculture partly_cloudy
test_9033,haze primary road water
test_9034,clear primary
test_9035,clear primary
test_9036,cloudy
test_9037,clear primary
test_9038,clear primary water
test_9039,cloudy
